,title,id,all
129,Thor,10195,kennethbranagh chrishemsworth natalieportman tomhiddleston anthonyhopkins stellanskarsgård adventure fantasy action newmexico banishment shield marvelcomic hammer superhero basedoncomicbook redemption norsemythology aftercreditsstinger marvelcinematicuniverse 3d asgard odin heimdall
130,Bolt,13053,chriswilliams johntravolta mileycyrus susieessman markwalton malcolmmcdowell animation family adventure comedy hamster kidsandfamily animal catvsdog duringcreditsstinger dogcatfriendship animallead girldogrelationship
131,G-Force,19585,hoytyeatman samrockwell penélopecruz tracymorgan jonfavreau stevebuscemi fantasy action adventure family comedy dyr duringcreditsstinger
132,Wrath of the Titans,57165,jonathanliebesman samworthington liamneeson ralphfiennes edgarramírez tobykebbell adventure underworld hades mythology greekmythology zeus perseus gods ancientgreece basedongreekmyth ares 3d
133,Dark Shadows,62213,timburton johnnydepp michellepfeiffer helenabonhamcarter jackieearlehaley jonnyleemiller comedy fantasy witch imprisonment vampire curse fishoutofwater chains gothic madness oldhouse lostlove angrymob 18thcentury ghost hiddenroom oldmansion
134,Mission: Impossible - Rogue Nation,177677,christophermcquarrie tomcruise rebeccaferguson simonpegg jeremyrenner vingrhames action adventure thriller londonengland spy austria villain sequel mission conspiracy viennaopera vienna
135,The Wolfman,7978,joejohnston beniciodeltoro anthonyhopkins emilyblunt hugoweaving cristinacontes drama horror thriller fathersonrelationship victorianengland remake ruralsetting werewolf
136,Bee Movie,5559,stevehickner jerryseinfeld renéezellweger jimcummings matthewbroderick patrickwarburton family animation adventure comedy factoryworker tennis flower florist flowershop pilot college airplane beehive court aftercreditsstinger
137,Kung Fu Panda 2,49444,jenniferyuhnelson jackblack angelinajolie dustinhoffman garyoldman jackiechan animation family martialarts hope fleet panda mission womandirector
138,The Last Airbender,10196,m.nightshyamalan noahringer nicolapeltz jacksonrathbone devpatel shauntoub action adventure family fantasy fire ice warship prince kingdom water village arrest remake attack avatar air spirit world domination cheering
139,Mission: Impossible III,956,j.j.abrams tomcruise philipseymourhoffman vingrhames billycrudup jonathanrhysmeyers adventure action thriller berlin cia vatican whitehouse secretidentity secret explosive mobilephone map traitor mask honeymoon shanghai pretendedmurder secretmission letter funeral coveredinvestigation toshootdead secretagent video stamp harddrive e-mail decipherment suitcase computer revenge murder mission hospital duel disguise celebration goodandbad researchlaboratory blast
140,White House Down,117251,rolandemmerich channingtatum jamiefoxx joeyking maggiegyllenhaal richardjenkins action drama thriller usapresident conspiracy secretservice thewhitehouse
141,Mars Needs Moms,50321,simonwells sethgreen joancusack danfogler breckinmeyer elisabethharnois adventure animation family boy alien rescue martian alienabduction alieninvasion basedonchildren'sbook duringcreditsstinger
142,Flushed Away,11619,davidbowers hughjackman katewinslet ianmckellen jeanreno billnighy adventure animation comedy family londonengland underworld return ship frog girlfriend rubin
143,Pan,266647,joewright levimiller garretthedlund hughjackman rooneymara amandaseyfried adventure family fantasy flying magic fairytale peterpan mermaid pirate fantasyworld
144,Mr. Peabody & Sherman,82703,robminkoff tyburrell maxcharles arielwinter allisonjanney elliekemper animation adventure family fathersonrelationship egypt intelligence adoption timetravel boy childprodigy friendship growingup children talkinganimal talkingdog dog firstlove ancientegypt timetraveler duringcreditsstinger newschool georgewashington gags trouble timeparadox prodigy
145,Troy,652,wolfgangpetersen bradpitt orlandobloom ericbana briancox seanbean adventure drama war brotherbrotherrelationship adultery mythology beauty trojanwar bravery wall fraud hostility epic swordfight battlefield ancientworld pyre ancientgreece trojanhorse trojan bronzeage spartagreece helenoftroy homer'siliad
146,Madagascar 3: Europe's Most Wanted,80321,conradvernon benstiller sachabaroncohen davidschwimmer francesmcdormand chrisrock animation family madagascar 3d
147,Die Another Day,36669,leetamahori piercebrosnan halleberry rosamundpike rickyune tobystephens adventure action thriller laser britishsecretservice secretserviceagent spacebasedweapon
148,Ghostbusters,43074,paulfeig melissamccarthy kristenwiig katemckinnon lesliejones chrishemsworth action fantasy comedy femalefriendship ghosthunting reboot ghost
149,Armageddon,95,michaelbay brucewillis billybobthornton benaffleck livtyler willpatton action thriller sciencefiction adventure savingtheworld paris moon cataclysm asteroid selfsacrifice nasa spacemarine lossoffather daughter space wedding astronaut eiffeltowerparis duringcreditsstinger disastermovie spacecentre
150,Men in Black II,608,barrysonnenfeld tommyleejones willsmith riptorn laraflynnboyle johnnyknoxville action adventure comedy sciencefiction savingtheworld secretidentity sunglasses undercover spacemarine illegalimmigration deportation newidentity flyingsaucer light firearm alien fictionalgovernmentagency
151,Beowulf,2310,robertzemeckis raywinstone angelinajolie anthonyhopkins robinwright johnmalkovich adventure action animation denmark nordicmythology lie prideandvanity folkhero humanweakness viking alienation festivalhall sin royalty curse battle ancientworld adultanimation motioncapture
152,Kung Fu Panda 3,140300,jenniferyuhnelson jackblack bryancranston dustinhoffman angelinajolie j.k.simmons action adventure animation comedy family china martialarts kungfu village panda sequel talkinganimal anthropomorphism dragon ancientchina wuxia womandirector
153,Mission: Impossible - Ghost Protocol,56292,bradbird tomcruise jeremyrenner simonpegg paulapatton anilkapoor action thriller adventure fight sequel mission explosion brokenarm imax nuclearthreat
154,Rise of the Guardians,81188,peterramsey chrispine alecbaldwin judelaw islafisher hughjackman fantasy animation family dream santaclaus nightmare easterbunny toothfairy jackfrost sandman duringcreditsstinger
155,Fun with Dick and Jane,7552,deanparisot jimcarrey téaleoni alecbaldwin richardjenkins angieharmon comedy basedonnovel desperation robber hold-uprobbery remake suburbia lossofjob humiliation unemployment bankruptcy travelagent richestorags bearerbonds comeuppance
156,The Last Samurai,616,edwardzwick tomcruise kenwatanabe williamatherton chadlindberg billyconnolly drama action war history japan warcrimes senseofguilt swordplay general samurai warveteran katana sword armsdeal homeland emperor languagebarrier self-discovery mountainvillage foreignlegion mercenary campaign commercialagreement insurgence leader warstrategy gettysburg lossofhusband slaughter soldier alcoholic u.s.soldier japanesearmy 19thcentury wartrauma
157,Exodus: Gods and Kings,147441,ridleyscott christianbale joeledgerton johnturturro aaronpaul benmendelsohn adventure drama action moses bible ancientegypt 3d ramses
158,Star Trek,13475,j.j.abrams chrispine zacharyquinto leonardnimoy ericbana brucegreenwood sciencefiction action adventure spacecraft teleportation spacemission parachute timetravel blackhole supernova prequel warpspeed futuristic warpengine romulans outerspace vulcan alternatereality spaceopera reboot
159,Spider-Man,557,samraimi tobeymaguire willemdafoe kirstendunst jamesfranco cliffrobertson fantasy action lossoflover spider thanksgiving badboss hostility marvelcomic superhero pokies evil referencetosuperman goblin
160,How to Train Your Dragon 2,82702,deandeblois jaybaruchel gerardbutler kristenwiig jonahhill cateblanchett fantasy action adventure animation comedy family fathersonrelationship wifehusbandrelationship sacrifice viking sequel rescue dragon mothersonrelationship deathofhusband warrior 3d
161,Gods of Egypt,205584,alexproyas brentonthwaites nikolajcoster-waldau gerardbutler courtneyeaton elodieyung fantasy egypt underworld fight mythology nile war thief rescue desert gods egyptianmythology egyptian myth
162,Stealth,10048,robcohen joshlucas jessicabiel jamiefoxx samshepard richardroxburgh action artificialintelligence u.s.navy aftercreditsstinger
163,Watchmen,13183,zacksnyder malinåkerman billycrudup carlagugino jeffreydeanmorgan patrickwilson action mystery sciencefiction dccomics secretidentity massmurder retirement basedoncomicbook conspiracy nuclearwar doomsday soviet maskedvigilante doomsdayclock redsquare deathofsuperhero americanpresident 1980s
164,Lethal Weapon 4,944,richarddonner melgibson dannyglover joepesci renerusso jetli action adventure comedy crime thriller lapd houseonfire revolver
165,Hulk,1927,anglee ericbana jenniferconnelly samelliott joshlucas nicknolte drama action sciencefiction california sanfrancisco monster general gun dna mutation psychology berkeley transformation frog president marvelcomic superhero goldengatebridge doctor fear scientist dog desert anger mirror phone military cell hulk superhumanstrength repressedmemory repression
166,G.I. Joe: Retaliation,72559,jonm.chu dwaynejohnson d.j.cotrona adriannepalicki brucewillis raypark adventure action sciencefiction thriller terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra
167,Sahara,7364,breckeisner matthewmcconaughey penélopecruz stevezahn williamh.macy lenniejames action adventure comedy drama mystery tyrant ironcladship
168,Final Fantasy: The Spirits Within,2114,hironobusakaguchi donaldsutherland ming-nawen alecbaldwin vingrhames stevebuscemi adventure action animation fantasy sciencefiction thriller battleassignment dystopia alien downfall scientist basedonvideogame
169,Captain America: The First Avenger,1771,joejohnston chrisevans hugoweaving tommyleejones hayleyatwell sebastianstan action adventure sciencefiction newyork usa worldwarii nazis marvelcomic superhero basedoncomicbook nazigermany perioddrama brooklynnewyorkcity captainamerica aftercreditsstinger marvelcinematicuniverse 3d
170,The World Is Not Enough,36643,michaelapted piercebrosnan sophiemarceau robertcarlyle deniserichards robbiecoltrane adventure action thriller british mission oil heiress bilbaospain britishsecretservice
171,Master and Commander: The Far Side of the World,8619,peterweir russellcrowe paulbettany jamesd'arcy billyboyd josephmorgan adventure naturalist frigate selfsurgery seabattle weevil
172,The Twilight Saga: Breaking Dawn - Part 2,50620,billcondon kristenstewart robertpattinson taylorlautner peterfacinelli elizabethreaser adventure fantasy drama romance vampire romance villainess superstrength imprinting crossbreed bloodsucker grudge vampirevsvampire chiefofpolice dhampir forkswashington wolfpack misinformation seeingthefuture fangvamp
173,Happy Feet Two,65759,georgemiller elijahwood robinwilliams pink e.g.daily johnnya.sanchez animation comedy family penguin musical aftercreditsstinger 3d
174,The Incredible Hulk,1724,louisleterrier edwardnorton livtyler timroth williamhurt timblakenelson sciencefiction action adventure newyork riodejaneiro marvelcomic superhero basedoncomicbook ontherun fugitive supersoldier tonystark virginia military hulk marvelcinematicuniverse angry brucebanner
175,The BFG,267935,stevenspielberg rubybarnhill markrylance rebeccahall jemaineclement billhader adventure family fantasy londonengland england basedonnovel queen littlegirl orphan cannibal giant evilbrother
176,The Revenant,281957,alejandrogonzáleziñárritu leonardodicaprio tomhardy willpoulter domhnallgleeson paulanderson western drama adventure thriller fathersonrelationship rape basedonnovel mountains winter grizzlybear wilderness frontier revenge murder nativeamerican survival bear snow violence animaldeath bearattack deathofson basedontrueevents furtrapper
